"GeneSym","source_desc","protein","cell","Tissue","target_id","weight"
"RPL24",NA,"6152","Mero-14","Mesothelioma",-666,1
"RPL27",NA,"6155","Mero-14","Mesothelioma",-666,1
"RPL3",NA,"6122","Mero-14","Mesothelioma",-666,1
"RPL37A",NA,"6168","Mero-14","Mesothelioma",-666,1
"RPL4",NA,"6124","Mero-14","Mesothelioma",-666,1
"RPL5",NA,"6125","Mero-14","Mesothelioma",-666,1
"RPL8",NA,"6132","Mero-14","Mesothelioma",-666,1
"RPS12",NA,"6206","Mero-14","Mesothelioma",-666,1
"RPS13",NA,"6207","Mero-14","Mesothelioma",-666,1
"RPS15A",NA,"6210","Mero-14","Mesothelioma",-666,1
"RPS16",NA,"6217","Mero-14","Mesothelioma",-666,1
"RPS18",NA,"6222","Mero-14","Mesothelioma",-666,1
"RPS19",NA,"6223","Mero-14","Mesothelioma",-666,1
"RPS2",NA,"6187","Mero-14","Mesothelioma",-666,1
"RPS23",NA,"6228","Mero-14","Mesothelioma",-666,1
"RPS24",NA,"6229","Mero-14","Mesothelioma",-666,1
"RPS27A",NA,"6233","Mero-14","Mesothelioma",-666,1
"RPS29",NA,"6235","Mero-14","Mesothelioma",-666,1
"RPS3",NA,"6188","Mero-14","Mesothelioma",-666,1
"RPS4X",NA,"6191","Mero-14","Mesothelioma",-666,1
"RPS6",NA,"6194","Mero-14","Mesothelioma",-666,1
"RPS7",NA,"6201","Mero-14","Mesothelioma",-666,1
"RPS9",NA,"6203","Mero-14","Mesothelioma",-666,1
"RRM2",NA,"6241","Mero-14","Mesothelioma",-666,1
"RRN3",NA,"54700","Mero-14","Mesothelioma",-666,1
"RSL1D1",NA,"26156","Mero-14","Mesothelioma",-666,1
"RUVBL1",NA,"8607","Mero-14","Mesothelioma",-666,1
"SARS1",NA,"6301","Mero-14","Mesothelioma",-666,1
"SART3",NA,"9733","Mero-14","Mesothelioma",-666,1
"ANAPC4",NA,"29945","Mero-25","Mesothelioma",-666,1
"ANKLE2",NA,"23141","Mero-25","Mesothelioma",-666,1
"AURKB",NA,"9212","Mero-25","Mesothelioma",-666,1
"BANF1",NA,"8815","Mero-25","Mesothelioma",-666,1
"BIRC5",NA,"332","Mero-25","Mesothelioma",-666,1
"BUD31",NA,"8896","Mero-25","Mesothelioma",-666,1
"CDC123",NA,"8872","Mero-25","Mesothelioma",-666,1
"CDC23",NA,"8697","Mero-25","Mesothelioma",-666,1
"CDC27",NA,"996","Mero-25","Mesothelioma",-666,1
"CDC5L",NA,"988","Mero-25","Mesothelioma",-666,1
"CHEK1",NA,"1111","Mero-25","Mesothelioma",-666,1
"CLNS1A",NA,"1207","Mero-25","Mesothelioma",-666,1
"COPA",NA,"1314","Mero-25","Mesothelioma",-666,1
"COPB2",NA,"9276","Mero-25","Mesothelioma",-666,1
"CPSF3",NA,"51692","Mero-25","Mesothelioma",-666,1
"CSE1L",NA,"1434","Mero-25","Mesothelioma",-666,1
"DONSON",NA,"29980","Mero-25","Mesothelioma",-666,1
"EIF2S1",NA,"1965","Mero-25","Mesothelioma",-666,1
"FAU",NA,"2197","Mero-25","Mesothelioma",-666,1
"FCF1",NA,"51077","Mero-25","Mesothelioma",-666,1
"GINS1",NA,"9837","Mero-25","Mesothelioma",-666,1
"GINS2",NA,"51659","Mero-25","Mesothelioma",-666,1
"GPN3",NA,"51184","Mero-25","Mesothelioma",-666,1
"HINFP",NA,"25988","Mero-25","Mesothelioma",-666,1
"HNRNPK",NA,"3190","Mero-25","Mesothelioma",-666,1
"HSPA5",NA,"3309","Mero-25","Mesothelioma",-666,1
"HSPE1",NA,"3336","Mero-25","Mesothelioma",-666,1
"INTS4",NA,"92105","Mero-25","Mesothelioma",-666,1
"ISCU",NA,"23479","Mero-25","Mesothelioma",-666,1
"KIF11",NA,"3832","Mero-25","Mesothelioma",-666,1
"KIF23",NA,"9493","Mero-25","Mesothelioma",-666,1
"LSM2",NA,"57819","Mero-25","Mesothelioma",-666,1
"LSM3",NA,"27258","Mero-25","Mesothelioma",-666,1
"LSM7",NA,"51690","Mero-25","Mesothelioma",-666,1
"MTBP",NA,"27085","Mero-25","Mesothelioma",-666,1
"NAPA",NA,"8775","Mero-25","Mesothelioma",-666,1
"PAFAH1B1",NA,"5048","Mero-25","Mesothelioma",-666,1
"PCNA",NA,"5111","Mero-25","Mesothelioma",-666,1
"PHB2",NA,"11331","Mero-25","Mesothelioma",-666,1
"PHF5A",NA,"84844","Mero-25","Mesothelioma",-666,1
"PLK1",NA,"5347","Mero-25","Mesothelioma",-666,1
"POLR2B",NA,"5431","Mero-25","Mesothelioma",-666,1
"POLR2C",NA,"5432","Mero-25","Mesothelioma",-666,1
"POLR2L",NA,"5441","Mero-25","Mesothelioma",-666,1
"POLR3A",NA,"11128","Mero-25","Mesothelioma",-666,1
"PRIM1",NA,"5557","Mero-25","Mesothelioma",-666,1
"PRPF19",NA,"27339","Mero-25","Mesothelioma",-666,1
"PRPF38A",NA,"84950","Mero-25","Mesothelioma",-666,1
"PRPF38B",NA,"55119","Mero-25","Mesothelioma",-666,1
"PRPF8",NA,"10594","Mero-25","Mesothelioma",-666,1
"PSMA2",NA,"5683","Mero-25","Mesothelioma",-666,1
"PSMA3",NA,"5684","Mero-25","Mesothelioma",-666,1
"PSMA5",NA,"5686","Mero-25","Mesothelioma",-666,1
"PSMA6",NA,"5687","Mero-25","Mesothelioma",-666,1
"PSMA7",NA,"5688","Mero-25","Mesothelioma",-666,1
"PSMB4",NA,"5692","Mero-25","Mesothelioma",-666,1
"PUF60",NA,"22827","Mero-25","Mesothelioma",-666,1
"RAN",NA,"5901","Mero-25","Mesothelioma",-666,1
"RNGTT",NA,"8732","Mero-25","Mesothelioma",-666,1
"RPA1",NA,"6117","Mero-25","Mesothelioma",-666,1
"RPL10A",NA,"4736","Mero-25","Mesothelioma",-666,1
"RPL11",NA,"6135","Mero-25","Mesothelioma",-666,1
"RPL13",NA,"6137","Mero-25","Mesothelioma",-666,1
"RPL15",NA,"6138","Mero-25","Mesothelioma",-666,1
"RPL18A",NA,"6142","Mero-25","Mesothelioma",-666,1
"RPL21",NA,"6144","Mero-25","Mesothelioma",-666,1
"RPL23",NA,"9349","Mero-25","Mesothelioma",-666,1
"RPL31",NA,"6160","Mero-25","Mesothelioma",-666,1
"RPL37A",NA,"6168","Mero-25","Mesothelioma",-666,1
"RPL4",NA,"6124","Mero-25","Mesothelioma",-666,1
"RPL5",NA,"6125","Mero-25","Mesothelioma",-666,1
"RPL8",NA,"6132","Mero-25","Mesothelioma",-666,1
"RPLP0",NA,"6175","Mero-25","Mesothelioma",-666,1
"RPS11",NA,"6205","Mero-25","Mesothelioma",-666,1
"RPS12",NA,"6206","Mero-25","Mesothelioma",-666,1
"RPS13",NA,"6207","Mero-25","Mesothelioma",-666,1
"RPS15",NA,"6209","Mero-25","Mesothelioma",-666,1
"RPS15A",NA,"6210","Mero-25","Mesothelioma",-666,1
"RPS16",NA,"6217","Mero-25","Mesothelioma",-666,1
"RPS18",NA,"6222","Mero-25","Mesothelioma",-666,1
"RPS19",NA,"6223","Mero-25","Mesothelioma",-666,1
"RPS2",NA,"6187","Mero-25","Mesothelioma",-666,1
"RPS20",NA,"6224","Mero-25","Mesothelioma",-666,1
"RPS24",NA,"6229","Mero-25","Mesothelioma",-666,1
"RPS27A",NA,"6233","Mero-25","Mesothelioma",-666,1
"RPS29",NA,"6235","Mero-25","Mesothelioma",-666,1
"RPS6",NA,"6194","Mero-25","Mesothelioma",-666,1
"RPS7",NA,"6201","Mero-25","Mesothelioma",-666,1
"RPS8",NA,"6202","Mero-25","Mesothelioma",-666,1
"RPS9",NA,"6203","Mero-25","Mesothelioma",-666,1
"RRM1",NA,"6240","Mero-25","Mesothelioma",-666,1
"RRM2",NA,"6241","Mero-25","Mesothelioma",-666,1
"RRN3",NA,"54700","Mero-25","Mesothelioma",-666,1
"RUVBL1",NA,"8607","Mero-25","Mesothelioma",-666,1
"SARS1",NA,"6301","Mero-25","Mesothelioma",-666,1
"SF3A1",NA,"10291","Mero-25","Mesothelioma",-666,1
"SF3B5",NA,"83443","Mero-25","Mesothelioma",-666,1
"SNRPA1",NA,"6627","Mero-25","Mesothelioma",-666,1
"SNRPB",NA,"6628","Mero-25","Mesothelioma",-666,1
"SNRPD1",NA,"6632","Mero-25","Mesothelioma",-666,1
"SNRPD2",NA,"6633","Mero-25","Mesothelioma",-666,1
"SNU13",NA,"4809","Mero-25","Mesothelioma",-666,1
"SRSF3",NA,"6428","Mero-25","Mesothelioma",-666,1
"SRSF7",NA,"6432","Mero-25","Mesothelioma",-666,1
"SUPT6H",NA,"6830","Mero-25","Mesothelioma",-666,1
"THOC2",NA,"57187","Mero-25","Mesothelioma",-666,1
"TONSL",NA,"4796","Mero-25","Mesothelioma",-666,1
"TOP2A",NA,"7153","Mero-25","Mesothelioma",-666,1
"TUT1",NA,"64852","Mero-25","Mesothelioma",-666,1
"TXNL4A",NA,"10907","Mero-25","Mesothelioma",-666,1
"U2AF2",NA,"11338","Mero-25","Mesothelioma",-666,1
"UBL5",NA,"59286","Mero-25","Mesothelioma",-666,1
"VCP",NA,"7415","Mero-25","Mesothelioma",-666,1
"VPS28",NA,"51160","Mero-25","Mesothelioma",-666,1
"WEE1",NA,"7465","Mero-25","Mesothelioma",-666,1
"LSM4",NA,"25804","Mero-25","Mesothelioma",-666,1
"WDR43",NA,"23160","Mero-25","Mesothelioma",-666,1
"NUTF2",NA,"10204","Mero-25","Mesothelioma",-666,1
"CDC45",NA,"8318","Mero-25","Mesothelioma",-666,1
"H2BC11",NA,"8970","Mero-25","Mesothelioma",-666,1
"RPL12",NA,"6136","Mero-25","Mesothelioma",-666,1
"DAD1",NA,"1603","Mero-25","Mesothelioma",-666,1
"NUS1",NA,"116150","Mero-25","Mesothelioma",-666,1
"SPC24",NA,"147841","Mero-25","Mesothelioma",-666,1
"SEC61A1",NA,"29927","Mero-25","Mesothelioma",-666,1
"RBM22",NA,"55696","Mero-25","Mesothelioma",-666,1
"RPL6",NA,"6128","Mero-25","Mesothelioma",-666,1
"PPWD1",NA,"23398","Mero-25","Mesothelioma",-666,1
"AARS1",NA,"16","Mero-82","Mesothelioma",-666,1
"ANAPC4",NA,"29945","Mero-82","Mesothelioma",-666,1
"ANKLE2",NA,"23141","Mero-82","Mesothelioma",-666,1
"AURKB",NA,"9212","Mero-82","Mesothelioma",-666,1
"BIRC5",NA,"332","Mero-82","Mesothelioma",-666,1
"BRF2",NA,"55290","Mero-82","Mesothelioma",-666,1
"BUB3",NA,"9184","Mero-82","Mesothelioma",-666,1
"BUD31",NA,"8896","Mero-82","Mesothelioma",-666,1
"CCNK",NA,"8812","Mero-82","Mesothelioma",-666,1
"CCT2",NA,"10576","Mero-82","Mesothelioma",-666,1
"CCT4",NA,"10575","Mero-82","Mesothelioma",-666,1
"CDC16",NA,"8881","Mero-82","Mesothelioma",-666,1
"CDC23",NA,"8697","Mero-82","Mesothelioma",-666,1
"CDC27",NA,"996","Mero-82","Mesothelioma",-666,1
"CDC45",NA,"8318","Mero-82","Mesothelioma",-666,1
"CDC5L",NA,"988","Mero-82","Mesothelioma",-666,1
"CDK7",NA,"1022","Mero-82","Mesothelioma",-666,1
"CDT1",NA,"81620","Mero-82","Mesothelioma",-666,1
"CFAP298",NA,"56683","Mero-82","Mesothelioma",-666,1
"CHMP6",NA,"79643","Mero-82","Mesothelioma",-666,1
"CLP1",NA,"10978","Mero-82","Mesothelioma",-666,1
"COPB2",NA,"9276","Mero-82","Mesothelioma",-666,1
"CSE1L",NA,"1434","Mero-82","Mesothelioma",-666,1
"CTCF",NA,"10664","Mero-82","Mesothelioma",-666,1
"DAD1",NA,"1603","Mero-82","Mesothelioma",-666,1
"DDX18",NA,"8886","Mero-82","Mesothelioma",-666,1
"DDX56",NA,"54606","Mero-82","Mesothelioma",-666,1
"DHDDS",NA,"79947","Mero-82","Mesothelioma",-666,1
"DHX15",NA,"1665","Mero-82","Mesothelioma",-666,1
"DUT",NA,"1854","Mero-82","Mesothelioma",-666,1
"DYNC1H1",NA,"1778","Mero-82","Mesothelioma",-666,1
"EFTUD2",NA,"9343","Mero-82","Mesothelioma",-666,1
"EIF4A3",NA,"9775","Mero-82","Mesothelioma",-666,1
"EIF6",NA,"3692","Mero-82","Mesothelioma",-666,1
"ERH",NA,"2079","Mero-82","Mesothelioma",-666,1
"ETF1",NA,"2107","Mero-82","Mesothelioma",-666,1
"FARSB",NA,"10056","Mero-82","Mesothelioma",-666,1
"FAU",NA,"2197","Mero-82","Mesothelioma",-666,1
"FBL",NA,"2091","Mero-82","Mesothelioma",-666,1
"FCF1",NA,"51077","Mero-82","Mesothelioma",-666,1
"GINS1",NA,"9837","Mero-82","Mesothelioma",-666,1
"GPN1",NA,"11321","Mero-82","Mesothelioma",-666,1
"GTF2B",NA,"2959","Mero-82","Mesothelioma",-666,1
"H2BC11",NA,"8970","Mero-82","Mesothelioma",-666,1
"HAUS1",NA,"115106","Mero-82","Mesothelioma",-666,1
"HNRNPK",NA,"3190","Mero-82","Mesothelioma",-666,1
"HSPE1",NA,"3336","Mero-82","Mesothelioma",-666,1
"IMP3",NA,"55272","Mero-82","Mesothelioma",-666,1
"KPNB1",NA,"3837","Mero-82","Mesothelioma",-666,1
"LSM6",NA,"11157","Mero-82","Mesothelioma",-666,1
"LSM7",NA,"51690","Mero-82","Mesothelioma",-666,1
"MED30",NA,"90390","Mero-82","Mesothelioma",-666,1
"MTBP",NA,"27085","Mero-82","Mesothelioma",-666,1
"NDC80",NA,"10403","Mero-82","Mesothelioma",-666,1
"NFS1",NA,"9054","Mero-82","Mesothelioma",-666,1
"NIP7",NA,"51388","Mero-82","Mesothelioma",-666,1
"NUDT21",NA,"11051","Mero-82","Mesothelioma",-666,1
"NUP93",NA,"9688","Mero-82","Mesothelioma",-666,1
"NUTF2",NA,"10204","Mero-82","Mesothelioma",-666,1
"PHB",NA,"5245","Mero-82","Mesothelioma",-666,1
"PHB2",NA,"11331","Mero-82","Mesothelioma",-666,1
"PLK1",NA,"5347","Mero-82","Mesothelioma",-666,1
"POLD1",NA,"5424","Mero-82","Mesothelioma",-666,1
"POLR1C",NA,"9533","Mero-82","Mesothelioma",-666,1
"POLR2B",NA,"5431","Mero-82","Mesothelioma",-666,1
"POLR2C",NA,"5432","Mero-82","Mesothelioma",-666,1
"POLR2L",NA,"5441","Mero-82","Mesothelioma",-666,1
"POLR3B",NA,"55703","Mero-82","Mesothelioma",-666,1
"POLR3K",NA,"51728","Mero-82","Mesothelioma",-666,1
"PRELID1",NA,"27166","Mero-82","Mesothelioma",-666,1
"PRPF19",NA,"27339","Mero-82","Mesothelioma",-666,1
"PRPF38A",NA,"84950","Mero-82","Mesothelioma",-666,1
"PSMB3",NA,"5691","Mero-82","Mesothelioma",-666,1
"PSMB4",NA,"5692","Mero-82","Mesothelioma",-666,1
"PSMC6",NA,"5706","Mero-82","Mesothelioma",-666,1
"PSMG3",NA,"84262","Mero-82","Mesothelioma",-666,1
"RABGGTB",NA,"5876","Mero-82","Mesothelioma",-666,1
"RAN",NA,"5901","Mero-82","Mesothelioma",-666,1
"RBM22",NA,"55696","Mero-82","Mesothelioma",-666,1
"RBM39",NA,"9584","Mero-82","Mesothelioma",-666,1
"RPA1",NA,"6117","Mero-82","Mesothelioma",-666,1
"RPAP1",NA,"26015","Mero-82","Mesothelioma",-666,1
"RPL10A",NA,"4736","Mero-82","Mesothelioma",-666,1
"RPL11",NA,"6135","Mero-82","Mesothelioma",-666,1
"RPL13",NA,"6137","Mero-82","Mesothelioma",-666,1
"RPL13A",NA,"23521","Mero-82","Mesothelioma",-666,1
"RPL15",NA,"6138","Mero-82","Mesothelioma",-666,1
"RPL18",NA,"6141","Mero-82","Mesothelioma",-666,1
"RPL21",NA,"6144","Mero-82","Mesothelioma",-666,1
"RPL23",NA,"9349","Mero-82","Mesothelioma",-666,1
"RPL27",NA,"6155","Mero-82","Mesothelioma",-666,1
"RPL3",NA,"6122","Mero-82","Mesothelioma",-666,1
"RPL31",NA,"6160","Mero-82","Mesothelioma",-666,1
"RPL32",NA,"6161","Mero-82","Mesothelioma",-666,1
"RPL4",NA,"6124","Mero-82","Mesothelioma",-666,1
"RPL5",NA,"6125","Mero-82","Mesothelioma",-666,1
"RPL6",NA,"6128","Mero-82","Mesothelioma",-666,1
"RPL8",NA,"6132","Mero-82","Mesothelioma",-666,1
"RPLP0",NA,"6175","Mero-82","Mesothelioma",-666,1
"RPS11",NA,"6205","Mero-82","Mesothelioma",-666,1
"RPS12",NA,"6206","Mero-82","Mesothelioma",-666,1
"RPS15",NA,"6209","Mero-82","Mesothelioma",-666,1
"RPS15A",NA,"6210","Mero-82","Mesothelioma",-666,1
"RPS16",NA,"6217","Mero-82","Mesothelioma",-666,1
"RPS2",NA,"6187","Mero-82","Mesothelioma",-666,1
"RPS20",NA,"6224","Mero-82","Mesothelioma",-666,1
"RPS23",NA,"6228","Mero-82","Mesothelioma",-666,1
"RPS24",NA,"6229","Mero-82","Mesothelioma",-666,1
"RPS27A",NA,"6233","Mero-82","Mesothelioma",-666,1
"RPS29",NA,"6235","Mero-82","Mesothelioma",-666,1
"RPS4X",NA,"6191","Mero-82","Mesothelioma",-666,1
"RPS5",NA,"6193","Mero-82","Mesothelioma",-666,1
"RPS6",NA,"6194","Mero-82","Mesothelioma",-666,1
"RPS7",NA,"6201","Mero-82","Mesothelioma",-666,1
"RPS8",NA,"6202","Mero-82","Mesothelioma",-666,1
"RPS9",NA,"6203","Mero-82","Mesothelioma",-666,1
"RRM2",NA,"6241","Mero-82","Mesothelioma",-666,1
"RRN3",NA,"54700","Mero-82","Mesothelioma",-666,1
"SEC61A1",NA,"29927","Mero-82","Mesothelioma",-666,1
"SF1",NA,"7536","Mero-82","Mesothelioma",-666,1
"SF3A1",NA,"10291","Mero-82","Mesothelioma",-666,1
"SF3B3",NA,"23450","Mero-82","Mesothelioma",-666,1
"SF3B5",NA,"83443","Mero-82","Mesothelioma",-666,1
"SFPQ",NA,"6421","Mero-82","Mesothelioma",-666,1
"SNAPC4",NA,"6621","Mero-82","Mesothelioma",-666,1
"SNRNP200",NA,"23020","Mero-82","Mesothelioma",-666,1
"SNRPA1",NA,"6627","Mero-82","Mesothelioma",-666,1
"SNRPB",NA,"6628","Mero-82","Mesothelioma",-666,1
"AARS1",NA,"16","Mero-83","Mesothelioma",-666,1
"ABCE1",NA,"6059","Mero-83","Mesothelioma",-666,1
"ALG11",NA,"440138","Mero-83","Mesothelioma",-666,1
"ANAPC4",NA,"29945","Mero-83","Mesothelioma",-666,1
"ANKLE2",NA,"23141","Mero-83","Mesothelioma",-666,1
"AQR",NA,"9716","Mero-83","Mesothelioma",-666,1
"ATP6V0C",NA,"527","Mero-83","Mesothelioma",-666,1
"ATP6V1A",NA,"523","Mero-83","Mesothelioma",-666,1
"BANF1",NA,"8815","Mero-83","Mesothelioma",-666,1
"BRF2",NA,"55290","Mero-83","Mesothelioma",-666,1
"BUB3",NA,"9184","Mero-83","Mesothelioma",-666,1
"BUD31",NA,"8896","Mero-83","Mesothelioma",-666,1
"CARS1",NA,"833","Mero-83","Mesothelioma",-666,1
"CCT2",NA,"10576","Mero-83","Mesothelioma",-666,1
"CCT3",NA,"7203","Mero-83","Mesothelioma",-666,1
"CCT4",NA,"10575","Mero-83","Mesothelioma",-666,1
"CCT5",NA,"22948","Mero-83","Mesothelioma",-666,1
"CCT6A",NA,"908","Mero-83","Mesothelioma",-666,1
"CDC123",NA,"8872","Mero-83","Mesothelioma",-666,1
"CDC16",NA,"8881","Mero-83","Mesothelioma",-666,1
"CDC20",NA,"991","Mero-83","Mesothelioma",-666,1
"CDC23",NA,"8697","Mero-83","Mesothelioma",-666,1
"CDC27",NA,"996","Mero-83","Mesothelioma",-666,1
"CDC45",NA,"8318","Mero-83","Mesothelioma",-666,1
"CDC5L",NA,"988","Mero-83","Mesothelioma",-666,1
"CDC7",NA,"8317","Mero-83","Mesothelioma",-666,1
"CDK1",NA,"983","Mero-83","Mesothelioma",-666,1
"CHMP2A",NA,"27243","Mero-83","Mesothelioma",-666,1
"CLP1",NA,"10978","Mero-83","Mesothelioma",-666,1
"COPA",NA,"1314","Mero-83","Mesothelioma",-666,1
"COPB1",NA,"1315","Mero-83","Mesothelioma",-666,1
"COPB2",NA,"9276","Mero-83","Mesothelioma",-666,1
"CRNKL1",NA,"51340","Mero-83","Mesothelioma",-666,1
"CSE1L",NA,"1434","Mero-83","Mesothelioma",-666,1
"CTDP1",NA,"9150","Mero-83","Mesothelioma",-666,1
"DARS1",NA,"1615","Mero-83","Mesothelioma",-666,1
"DDB1",NA,"1642","Mero-83","Mesothelioma",-666,1
"DDX18",NA,"8886","Mero-83","Mesothelioma",-666,1
"DDX56",NA,"54606","Mero-83","Mesothelioma",-666,1
"DHDDS",NA,"79947","Mero-83","Mesothelioma",-666,1
"DONSON",NA,"29980","Mero-83","Mesothelioma",-666,1
"DTL",NA,"51514","Mero-83","Mesothelioma",-666,1
"DYNC1H1",NA,"1778","Mero-83","Mesothelioma",-666,1
"ECD",NA,"11319","Mero-83","Mesothelioma",-666,1
"EEF1A1",NA,"1915","Mero-83","Mesothelioma",-666,1
"EEF2",NA,"1938","Mero-83","Mesothelioma",-666,1
"EIF2B3",NA,"8891","Mero-83","Mesothelioma",-666,1
"EIF2S1",NA,"1965","Mero-83","Mesothelioma",-666,1
"EIF3B",NA,"8662","Mero-83","Mesothelioma",-666,1
"EIF3I",NA,"8668","Mero-83","Mesothelioma",-666,1
"EIF4A3",NA,"9775","Mero-83","Mesothelioma",-666,1
"EIF5",NA,"1983","Mero-83","Mesothelioma",-666,1
"ERH",NA,"2079","Mero-83","Mesothelioma",-666,1
"ESPL1",NA,"9700","Mero-83","Mesothelioma",-666,1
"FARSB",NA,"10056","Mero-83","Mesothelioma",-666,1
"FAU",NA,"2197","Mero-83","Mesothelioma",-666,1
"FBL",NA,"2091","Mero-83","Mesothelioma",-666,1
"FCF1",NA,"51077","Mero-83","Mesothelioma",-666,1
"GARS1",NA,"2617","Mero-83","Mesothelioma",-666,1
"GINS1",NA,"9837","Mero-83","Mesothelioma",-666,1
"GINS2",NA,"51659","Mero-83","Mesothelioma",-666,1
"GPN1",NA,"11321","Mero-83","Mesothelioma",-666,1
"GPN3",NA,"51184","Mero-83","Mesothelioma",-666,1
"GTF2B",NA,"2959","Mero-83","Mesothelioma",-666,1
"H2BC11",NA,"8970","Mero-83","Mesothelioma",-666,1
"HARS1",NA,"3035","Mero-83","Mesothelioma",-666,1
"HCFC1",NA,"3054","Mero-83","Mesothelioma",-666,1
"HMGCS1",NA,"3157","Mero-83","Mesothelioma",-666,1
"HNRNPC",NA,"3183","Mero-83","Mesothelioma",-666,1
"HNRNPK",NA,"3190","Mero-83","Mesothelioma",-666,1
"HSPA9",NA,"3313","Mero-83","Mesothelioma",-666,1
"HSPE1",NA,"3336","Mero-83","Mesothelioma",-666,1
"IARS1",NA,"3376","Mero-83","Mesothelioma",-666,1
"INTS11",NA,"54973","Mero-83","Mesothelioma",-666,1
"KARS1",NA,"3735","Mero-83","Mesothelioma",-666,1
"KAT8",NA,"84148","Mero-83","Mesothelioma",-666,1
"KIF11",NA,"3832","Mero-83","Mesothelioma",-666,1
"KIF23",NA,"9493","Mero-83","Mesothelioma",-666,1
"KPNB1",NA,"3837","Mero-83","Mesothelioma",-666,1
"LRR1",NA,"122769","Mero-83","Mesothelioma",-666,1
"LSM2",NA,"57819","Mero-83","Mesothelioma",-666,1
"LSM4",NA,"25804","Mero-83","Mesothelioma",-666,1
"LSM6",NA,"11157","Mero-83","Mesothelioma",-666,1
"LSM7",NA,"51690","Mero-83","Mesothelioma",-666,1
"MAK16",NA,"84549","Mero-83","Mesothelioma",-666,1
"MCM2",NA,"4171","Mero-83","Mesothelioma",-666,1
"MTBP",NA,"27085","Mero-83","Mesothelioma",-666,1
"NAPA",NA,"8775","Mero-83","Mesothelioma",-666,1
"NARS1",NA,"4677","Mero-83","Mesothelioma",-666,1
"NDC80",NA,"10403","Mero-83","Mesothelioma",-666,1
"NSF",NA,"4905","Mero-83","Mesothelioma",-666,1
"NUS1",NA,"116150","Mero-83","Mesothelioma",-666,1
"NUTF2",NA,"10204","Mero-83","Mesothelioma",-666,1
"PAFAH1B1",NA,"5048","Mero-83","Mesothelioma",-666,1
"PCNA",NA,"5111","Mero-83","Mesothelioma",-666,1
"PFDN2",NA,"5202","Mero-83","Mesothelioma",-666,1
"PHB",NA,"5245","Mero-83","Mesothelioma",-666,1
"PHB2",NA,"11331","Mero-83","Mesothelioma",-666,1
"PHF5A",NA,"84844","Mero-83","Mesothelioma",-666,1
"PLK1",NA,"5347","Mero-83","Mesothelioma",-666,1
"POLD1",NA,"5424","Mero-83","Mesothelioma",-666,1
"POLE",NA,"5426","Mero-83","Mesothelioma",-666,1
"POLR1C",NA,"9533","Mero-83","Mesothelioma",-666,1
"POLR2B",NA,"5431","Mero-83","Mesothelioma",-666,1
"POLR2E",NA,"5434","Mero-83","Mesothelioma",-666,1
"POLR2I",NA,"5438","Mero-83","Mesothelioma",-666,1
"POLR2L",NA,"5441","Mero-83","Mesothelioma",-666,1
"POLR3A",NA,"11128","Mero-83","Mesothelioma",-666,1
"POLR3B",NA,"55703","Mero-83","Mesothelioma",-666,1
"POLR3F",NA,"10621","Mero-83","Mesothelioma",-666,1
"PPWD1",NA,"23398","Mero-83","Mesothelioma",-666,1
"PRELID1",NA,"27166","Mero-83","Mesothelioma",-666,1
"PRPF19",NA,"27339","Mero-83","Mesothelioma",-666,1
"PRPF31",NA,"26121","Mero-83","Mesothelioma",-666,1
"PRPF38A",NA,"84950","Mero-83","Mesothelioma",-666,1
"PRPF38B",NA,"55119","Mero-83","Mesothelioma",-666,1
"PRPF8",NA,"10594","Mero-83","Mesothelioma",-666,1
"PSMA1",NA,"5682","Mero-83","Mesothelioma",-666,1
"PSMA2",NA,"5683","Mero-83","Mesothelioma",-666,1
"PSMA3",NA,"5684","Mero-83","Mesothelioma",-666,1
"PSMA4",NA,"5685","Mero-83","Mesothelioma",-666,1
"PSMA5",NA,"5686","Mero-83","Mesothelioma",-666,1
"PSMA6",NA,"5687","Mero-83","Mesothelioma",-666,1
"PSMA7",NA,"5688","Mero-83","Mesothelioma",-666,1
"PSMB1",NA,"5689","Mero-83","Mesothelioma",-666,1
"PSMB2",NA,"5690","Mero-83","Mesothelioma",-666,1
"PSMB3",NA,"5691","Mero-83","Mesothelioma",-666,1
"PSMB4",NA,"5692","Mero-83","Mesothelioma",-666,1
"ANAPC11",NA,"51529","Mero-95","Mesothelioma",-666,1
"ANKLE2",NA,"23141","Mero-95","Mesothelioma",-666,1
"AURKB",NA,"9212","Mero-95","Mesothelioma",-666,1
"BIRC5",NA,"332","Mero-95","Mesothelioma",-666,1
"BUD31",NA,"8896","Mero-95","Mesothelioma",-666,1
"CCT4",NA,"10575","Mero-95","Mesothelioma",-666,1
"CDC16",NA,"8881","Mero-95","Mesothelioma",-666,1
"CDC23",NA,"8697","Mero-95","Mesothelioma",-666,1
"CDC45",NA,"8318","Mero-95","Mesothelioma",-666,1
"CDC5L",NA,"988","Mero-95","Mesothelioma",-666,1
"DAD1",NA,"1603","Mero-95","Mesothelioma",-666,1
"DBR1",NA,"51163","Mero-95","Mesothelioma",-666,1
"DDB1",NA,"1642","Mero-95","Mesothelioma",-666,1
"DDX18",NA,"8886","Mero-95","Mesothelioma",-666,1
"DDX56",NA,"54606","Mero-95","Mesothelioma",-666,1
"DONSON",NA,"29980","Mero-95","Mesothelioma",-666,1
"DYNC1H1",NA,"1778","Mero-95","Mesothelioma",-666,1
